"sex","age","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","eduspec","random"
"FEMALE",32,"RURAL AREAS","Mazowieckie","SECONDARY","FARMER",0,1000,"MARRIED",11,1998,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,78,"economy and administration","GO"
"MALE",78,"URBAN BELOW 20,000","Pomorskie","POST-SECONDARY OR HIGHER","RETIRED",0,2006,"MARRIED",12,1961,NA,NA,"PLEASED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",25,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",178,78,"economy and administration","KW"
"MALE",63,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","RETIRED",0,3000,"MARRIED",12,1972,NA,NA,"MIXED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"YES",30,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,80,"economy and administration","QH"
"FEMALE",51,"URBAN 200,000-500,000","Lubuskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",NA,1500,"MARRIED",6,1992,NA,NA,"MOSTLY SATISFIED",5,"IT`S DIFFICULT TO TELL","YES","NO OPINION","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,60,"economy and administration","NX"
"FEMALE",64,"URBAN 20,000-100,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","RETIRED",NA,1270,"SINGLE",NA,NA,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",157,58,"economy and administration","NX"
"FEMALE",52,"RURAL AREAS","Dolnoslaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",NA,2000,"WIDOWED",10,1992,4,2007,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",154,60,"economy and administration","NV"
"FEMALE",26,"URBAN 200,000-500,000","Lubuskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,2400,"MARRIED",8,2009,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",165,60,"economy and administration","WC"
"MALE",33,"URBAN 20,000-100,000","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3800,"MARRIED",8,2007,NA,NA,"MOSTLY SATISFIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","NO",2,"YES",14,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",178,76,"economy and administration","KT"
"FEMALE",54,"RURAL AREAS","Malopolskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",NA,1700,"MARRIED",9,1982,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",158,75,"economy and administration","TZ"
"FEMALE",25,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","PUPIL OR STUDENT",0,1400,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",15,"YES",10,"NO","NO","NO",NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","ACTIVE",180,70,"economy and administration","YU"
"MALE",22,"URBAN 20,000-100,000","Slaskie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",185,75,"economy and administration","YD"
"FEMALE",63,"URBAN 20,000-100,000","Pomorskie","POST-SECONDARY OR HIGHER","RETIRED",0,5000,"SINGLE",NA,NA,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",4,"YES",18,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,75,"economy and administration","MI"
"FEMALE",29,"URBAN 500,000 AND OVER","Wielkopolskie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",0,2800,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",167,60,"economy and administration","BT"
"FEMALE",47,"URBAN 100,000-200,000","Pomorskie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,4000,"MARRIED",10,1986,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",165,96,"economy and administration","ZB"
"MALE",46,"RURAL AREAS","Podkarpackie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,2000,"MARRIED",6,1995,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",173,92,"economy and administration","HU"
"FEMALE",66,"URBAN 200,000-500,000","Slaskie","VOCATIONAL/GRAMMAR","RETIRED",24,840,"MARRIED",12,1965,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",161,80,"economy and administration","LV"
"FEMALE",51,"URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,1500,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",156,85,"economy and administration","KW"
"FEMALE",51,"URBAN 100,000-200,000","Podlaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",NA,1300,"DIVORCED",9,1983,11,2004,"MOSTLY DISSATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",160,70,"economy and administration","FM"
"MALE",29,"RURAL AREAS","Pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2500,"MARRIED",6,2008,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",182,90,"economy and administration","FB"
"FEMALE",55,"URBAN 100,000-200,000","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",10,1977,NA,NA,"MIXED",14,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",1,"YES",50,"YES","YES","NO",NA,"NO",NA,NA,"NONE",160,50,"economy and administration","ED"
"MALE",27,"URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3200,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",184,84,"economy and administration","ZB"
"FEMALE",33,"URBAN 100,000-200,000","Podlaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",NA,1460,"MARRIED",8,1998,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",1,"YES",8,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",166,64,"economy and administration","WC"
"FEMALE",23,"URBAN 200,000-500,000","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"UNHAPPY",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO",NA,NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","GREAT BRITAIN","ACTIVE",156,52,"economy and administration","DB"
"FEMALE",64,"URBAN 500,000 AND OVER","Malopolskie","SECONDARY","RETIRED",NA,1800,"WIDOWED",9,1967,2,2007,"PLEASED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,60,"economy and administration","YD"
"FEMALE",68,"URBAN BELOW 20,000","Podkarpackie","SECONDARY","RETIRED",24,1100,"MARRIED",6,1965,NA,NA,"MOSTLY SATISFIED",9,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",161,62,"economy and administration","FB"
"FEMALE",32,"URBAN 20,000-100,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,1800,"MARRIED",9,2006,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",170,60,"economy and administration","DB"
"FEMALE",48,"URBAN 500,000 AND OVER","Malopolskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,2200,"MARRIED",10,1985,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO","YES","12","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","ACTIVE",160,65,"economy and administration","ZB"
"FEMALE",57,"URBAN 20,000-100,000","Lubelskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",21,NA,"MARRIED",8,1975,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",156,56,"economy and administration","AR"
"FEMALE",53,"RURAL AREAS","Lubelskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",NA,1800,"WIDOWED",10,1981,4,2005,"MOSTLY SATISFIED",14,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,55,"economy and administration","WZ"
"FEMALE",20,"URBAN BELOW 20,000","Warminsko-mazurskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,500,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",160,50,"economy and administration","UT"
"MALE",36,"URBAN BELOW 20,000","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2850,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",175,80,"economy and administration","YU"
"FEMALE",31,"URBAN BELOW 20,000","Mazowieckie","SECONDARY","FARMER",0,1000,"MARRIED",10,2007,NA,NA,"MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",164,58,"economy and administration","LV"
"FEMALE",70,"URBAN 100,000-200,000","Pomorskie","SECONDARY","RETIRED",0,2300,"WIDOWED",10,1967,9,2007,"MIXED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",167,56,"economy and administration","ZB"
"FEMALE",47,"RURAL AREAS","Malopolskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",0,500,"MARRIED",9,1982,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,70,"economy and administration","LV"
"FEMALE",30,"URBAN 200,000-500,000","Lubuskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",3,2000,NA,NA,"MOSTLY SATISFIED",14,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",163,59,"economy and administration","JX"
"FEMALE",50,"URBAN 20,000-100,000","Lubelskie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",0,980,"DIVORCED",10,1983,7,2005,"MIXED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","NO",10,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","LESS THAN 1 TO 2 YEARS","GREAT BRITAIN","PASSIVE",165,75,"economy and administration","OO"
"FEMALE",61,"URBAN 20,000-100,000","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,2000,"MARRIED",8,1975,NA,NA,"DELIGHTED",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,65,"economy and administration","JP"
"FEMALE",47,"URBAN 100,000-200,000","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,1500,"DIVORCED",4,1984,4,1987,"MOSTLY DISSATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",165,68,"economy and administration","JP"
"FEMALE",25,"URBAN 100,000-200,000","Slaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",166,75,"economy and administration","ZR"
"FEMALE",58,"URBAN 20,000-100,000","Lubelskie","SECONDARY","LONG-TERM SICK/DISABLED",NA,1300,"MARRIED",4,1982,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",149,NA,"economy and administration","EG"
"FEMALE",31,"RURAL AREAS","Dolnoslaskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",8,2004,NA,NA,"MOSTLY SATISFIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",157,58,"economy and administration","ED"
"FEMALE",22,"RURAL AREAS","Slaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1100,"MARRIED",7,2010,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",165,64,"economy and administration","MI"
"FEMALE",37,"URBAN 100,000-200,000","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,1600,"MARRIED",6,2001,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",169,64,"economy and administration","FM"
"FEMALE",74,"URBAN BELOW 20,000","Malopolskie","SECONDARY","RETIRED",NA,1300,"MARRIED",6,1961,NA,NA,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,54,"economy and administration","NV"
"FEMALE",27,"URBAN 100,000-200,000","Pomorskie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",4,NA,"MARRIED",3,2008,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",172,62,"economy and administration","UT"
"MALE",32,"URBAN 20,000-100,000","Podlaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,3500,"MARRIED",6,2008,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",180,90,"economy and administration","GO"
"MALE",44,"RURAL AREAS","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2500,"MARRIED",8,1990,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",174,78,"economy and administration","IS"
"MALE",34,"URBAN 500,000 AND OVER","Wielkopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,NA,"MARRIED",9,2004,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",174,88,"economy and administration","NV"
"FEMALE",78,"URBAN 20,000-100,000","Pomorskie","SECONDARY","RETIRED",0,1400,"MARRIED",8,1966,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",153,59,"economy and administration","YD"
"FEMALE",28,"URBAN BELOW 20,000","Wielkopolskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",2,600,"MARRIED",8,2006,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",166,58,"economy and administration","WZ"
"MALE",58,"RURAL AREAS","Pomorskie","POST-SECONDARY OR HIGHER","FARMER",0,7500,"MARRIED",1,1986,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,90,"economy and administration","GO"
"FEMALE",36,"URBAN BELOW 20,000","Podlaskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS","GERMANY","NONE",165,58,"economy and administration","FB"
"FEMALE",37,"URBAN 100,000-200,000","Opolskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,950,"SINGLE",NA,NA,NA,NA,"MIXED",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",5,"NO",NA,"NO","NO","YES","1","YES, TO EU COUNTRY","IT DEPENDS","NETHERLANDS","NONE",171,76,"economy and administration","MI"
"FEMALE",32,"URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,NA,"DIVORCED",7,2009,7,2010,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",161,50,"economy and administration","YD"
"FEMALE",26,"URBAN 500,000 AND OVER","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,2500,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",7,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",160,48,"economy and administration","RT"
"FEMALE",24,"URBAN BELOW 20,000","Malopolskie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",0,1800,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,55,"economy and administration","JP"
"FEMALE",27,"RURAL AREAS","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,1200,"MARRIED",6,2009,NA,NA,"DELIGHTED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",168,82,"economy and administration","UT"
"FEMALE",25,"URBAN BELOW 20,000","Lubuskie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",24,1200,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,80,"economy and administration","BS"
"FEMALE",63,"URBAN 200,000-500,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","RETIRED",24,1150,"DIVORCED",5,1976,9,1982,"MIXED",13,"IT`S DIFFICULT TO TELL","YES","NO","YES",30,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"PASSIVE",160,90,"economy and administration","BS"
"FEMALE",34,"RURAL AREAS","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3000,"MARRIED",9,1997,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",170,70,"economy and administration","MI"
"MALE",28,"URBAN BELOW 20,000","Kujawsko-pomorskie","SECONDARY","SELF-EMPLOYED",NA,1800,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",NA,"IT`S DIFFICULT TO TELL","YES","NO OPINION","NO",15,"YES",6,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",156,67,"economy and administration","ZR"
"FEMALE",54,"URBAN BELOW 20,000","Swietokrzyskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",NA,550,"MARRIED",6,1980,NA,NA,"MOSTLY SATISFIED",6,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,98,"economy and administration","LV"
"FEMALE",29,"RURAL AREAS","Malopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",175,70,"economy and administration","EG"
"FEMALE",41,"URBAN BELOW 20,000","Podkarpackie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",9,1995,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,60,"economy and administration","DB"
"MALE",33,"URBAN 100,000-200,000","Wielkopolskie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,5500,"MARRIED",6,2003,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",180,87,"economy and administration","ED"
"FEMALE",69,"URBAN 100,000-200,000","Wielkopolskie","SECONDARY","RETIRED",NA,1600,"MARRIED",12,1983,NA,NA,"PLEASED",11,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,75,"economy and administration","WZ"
"FEMALE",45,"RURAL AREAS","Lubelskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",0,600,"MARRIED",2,1984,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,87,"economy and administration","TZ"
"MALE",52,"RURAL AREAS","Lodzkie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",NA,2800,"MARRIED",3,2000,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,84,"economy and administration","UU"
"FEMALE",26,"URBAN 100,000-200,000","Mazowieckie","POST-SECONDARY OR HIGHER","UNEMPLOYED",0,NA,"MARRIED",10,2010,NA,NA,"PLEASED",5,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",170,90,"economy and administration","GO"
"FEMALE",21,"URBAN 100,000-200,000","Wielkopolskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",168,58,"economy and administration","SL"
"FEMALE",33,"URBAN 100,000-200,000","Swietokrzyskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",24,1500,"MARRIED",4,2001,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",0,NA,NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",168,90,"economy and administration","MI"
"FEMALE",43,"RURAL AREAS","Malopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2000,"MARRIED",10,2006,NA,NA,"PLEASED",3,"IT`S DIFFICULT TO TELL","YES","NO OPINION","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",168,74,"economy and administration","ZR"
"FEMALE",57,"URBAN 20,000-100,000","Podlaskie","POST-SECONDARY OR HIGHER","RETIRED",NA,1200,"MARRIED",12,1980,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"YES",20,"NO","NO","NO",NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","FRANCE","PASSIVE",164,70,"economy and administration","JP"
"FEMALE",56,"URBAN 20,000-100,000","Pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,NA,"MARRIED",5,1981,NA,NA,"PLEASED",5,"IT`S DIFFICULT TO TELL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",160,80,"economy and administration","NX"
"FEMALE",45,"URBAN 100,000-200,000","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2300,"MARRIED",9,1989,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",160,75,"economy and administration","HU"
"FEMALE",61,"RURAL AREAS","Malopolskie","SECONDARY","RETIRED",0,1500,"MARRIED",4,1970,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,80,"economy and administration","JP"
