"sex","age","agegr","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabint","wkabintdur","emcc","englang","height","weight","bmi","wkabdur","eduspec","random"
"FEMALE",64,"60-64","URBAN 20,000-100,000","Swietokrzyskie","SECONDARY","RETIRED",0,1900,"MARRIED",11,1973,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",165,62,22.77318640955,-8,"economy and administration","y"
"MALE",72,"65+","URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","RETIRED",0,2800,"MARRIED",9,1971,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",20,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",180,78,24.0740740740741,-8,"economy and administration","d"
"FEMALE",24,"16-24","RURAL AREAS","Pomorskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",-8,"NO","NO",NA,"NO",NA,NA,"PASSIVE",167,55,19.7210369679802,-8,"economy and administration","f"
"FEMALE",26,"25-34","URBAN 500,000 AND OVER","Wielkopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2000,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",168,52,18.4240362811791,-8,"economy and administration","j"
"FEMALE",34,"25-34","URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3000,"MARRIED",2,2002,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","NO","NO","NO",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",175,65,21.2244897959184,-8,"economy and administration","b"
"FEMALE",62,"60-64","URBAN 200,000-500,000","Opolskie","SECONDARY","RETIRED",0,3000,"MARRIED",7,1967,NA,NA,"PLEASED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",164,58,21.5645449137418,-8,"economy and administration","j"
"FEMALE",51,"45-59","URBAN 100,000-200,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",-8,610,"MARRIED",8,1994,NA,NA,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"YES",10,"NO","NO","NO","NO",NA,NA,"NONE",158,98,39.2565294023394,-8,"economy and administration","a"
"MALE",38,"35-44","URBAN 20,000-100,000","Swietokrzyskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"YES",20,"YES","NO","NO","NO",NA,NA,"ACTIVE",183,89,26.5758905909403,-8,"economy and administration","c"
"FEMALE",37,"35-44","URBAN 100,000-200,000","Slaskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",24,-8,"MARRIED",8,1998,NA,NA,"MOSTLY SATISFIED",NA,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",7,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",164,58,21.5645449137418,-8,"economy and administration","u"
"FEMALE",32,"25-34","URBAN 100,000-200,000","Wielkopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,1300,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",164,54,20.0773349196907,-8,"economy and administration","n"
"MALE",38,"35-44","RURAL AREAS","Wielkopolskie","SECONDARY","SELF-EMPLOYED",0,1200,"MARRIED",6,1997,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",-8,"NO","NO","NO","YES, TO EU COUNTRY","FOREVER","FRANCE","NONE",170,68,23.5294117647059,-8,"economy and administration","u"
"MALE",26,"25-34","RURAL AREAS","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3900,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",174,74,24.441802087462,-8,"economy and administration","k"
"FEMALE",23,"16-24","RURAL AREAS","Podkarpackie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",7,"YES",15,"NO","NO","NO","NO",NA,NA,"ACTIVE",176,73,23.566632231405,-8,"economy and administration","u"
"FEMALE",27,"25-34","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3100,"MARRIED",9,2008,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",162,64,24.3865264441396,-8,"economy and administration","d"
"FEMALE",37,"35-44","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,1800,"MARRIED",4,2000,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"YES",3,"NO","YES","NO","NO",NA,NA,"PASSIVE",165,60,22.038567493113,-8,"economy and administration","v"
"FEMALE",30,"25-34","RURAL AREAS","Lodzkie","SECONDARY","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",9,2003,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",165,70,25.7116620752984,-8,"economy and administration","a"
"FEMALE",28,"25-34","URBAN 100,000-200,000","Warminsko-mazurskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",6,600,"SINGLE",NA,NA,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",6,"YES",10,"YES","NO","NO","YES, TO EU COUNTRY","MORE THAN 2 YEARS","GREAT BRITAIN","PASSIVE",166,64,23.2254318478734,-8,"economy and administration","s"
"MALE",34,"25-34","URBAN 20,000-100,000","Podlaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",-8,1500,"MARRIED",7,1999,NA,NA,"PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",0,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",178,90,28.4055043555107,-8,"economy and administration","w"
"FEMALE",77,"65+","URBAN 100,000-200,000","Slaskie","SECONDARY","RETIRED",24,2700,"WIDOWED",9,1950,9,2002,"MOSTLY SATISFIED",4,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",164,66,24.5389649018441,-8,"economy and administration","e"
"FEMALE",63,"60-64","URBAN 200,000-500,000","Slaskie","VOCATIONAL/GRAMMAR","RETIRED",0,900,"MARRIED",8,1966,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"YES",8,"NO","NO","NO","NO",NA,NA,"NONE",160,82,32.03125,-8,"economy and administration","g"
"FEMALE",30,"25-34","URBAN BELOW 20,000","Mazowieckie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,-8,"MARRIED",6,2000,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",164,52,19.3337299226651,-8,"economy and administration","s"
"MALE",34,"25-34","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2000,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",187,85,24.3072435585805,-8,"economy and administration","h"
"FEMALE",36,"35-44","RURAL AREAS","Opolskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",12,300,"MARRIED",8,1996,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",155,73,30.3850156087409,-8,"economy and administration","a"
"FEMALE",29,"25-34","URBAN BELOW 20,000","Wielkopolskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",0,-8,"MARRIED",9,2008,NA,NA,"MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",0,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",160,60,23.4375,-8,"economy and administration","b"
"FEMALE",21,"16-24","URBAN 200,000-500,000","Lubuskie","SECONDARY","PUPIL OR STUDENT",-8,900,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",3,"NO",-8,"YES","NO","NO","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","ACTIVE",168,65,23.0300453514739,-8,"economy and administration","l"
"FEMALE",47,"45-59","URBAN 20,000-100,000","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,6000,"DIVORCED",3,1986,5,2003,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",156,47,19.3129520052597,-8,"economy and administration","y"
"FEMALE",40,"35-44","URBAN 100,000-200,000","Dolnoslaskie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,-8,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",171,62,21.2031052289593,-8,"economy and administration","n"
"MALE",37,"35-44","URBAN BELOW 20,000","Podkarpackie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,2700,"MARRIED",4,1997,NA,NA,"PLEASED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",50,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",184,98,28.9461247637051,-8,"economy and administration","s"
"FEMALE",29,"25-34","URBAN 20,000-100,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",3,1100,"MARRIED",10,2003,NA,NA,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",170,80,27.681660899654,-8,"economy and administration","r"
"FEMALE",40,"35-44","RURAL AREAS","Pomorskie","SECONDARY","SELF-EMPLOYED",0,-8,"MARRIED",6,1997,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",170,58,20.0692041522491,-8,"economy and administration","z"
"FEMALE",50,"45-59","RURAL AREAS","Swietokrzyskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED",1,1982,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",158,54,21.6311488543503,-8,"economy and administration","w"
"MALE",46,"45-59","URBAN 20,000-100,000","Lubelskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",-8,7500,"MARRIED",6,2008,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"YES",20,"NO","NO","NO","NO",NA,NA,"NONE",176,89,28.7319214876033,-8,"economy and administration","t"
"FEMALE",35,"35-44","RURAL AREAS","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,1700,"WIDOWED",2,1999,7,2005,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",176,56,18.0785123966942,-8,"economy and administration","h"
"FEMALE",53,"45-59","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,-8,"MARRIED",8,1978,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",40,"NO","NO","NO","NO",NA,NA,"PASSIVE",165,50,18.3654729109275,-8,"economy and administration","k"
"FEMALE",36,"35-44","RURAL AREAS","Lubelskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",1,NA,"MARRIED",7,1999,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",164,75,27.8851873884593,-8,"economy and administration","i"
"FEMALE",38,"35-44","URBAN BELOW 20,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",5,1800,"MARRIED",4,1999,NA,NA,"PLEASED",6,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","YES",7,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",158,58,23.2334561768947,-8,"economy and administration","i"
"FEMALE",60,"60-64","URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,-8,"MARRIED",3,1986,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",8,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",170,80,27.681660899654,-8,"economy and administration","w"
"MALE",26,"25-34","URBAN 100,000-200,000","Podkarpackie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,-8,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"IT`S DIFFICULT TO TELL","YES","YES","NO",3,"YES",10,"NO","NO","NO","NO",NA,NA,"PASSIVE",176,83,26.7949380165289,-8,"economy and administration","v"
"MALE",33,"25-34","URBAN 100,000-200,000","Lodzkie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",-8,-8,"MARRIED",12,2006,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","NO",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",185,95,27.7574872169467,-8,"economy and administration","i"
"FEMALE",31,"25-34","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,NA,"MARRIED",12,2002,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",12,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",159,78,30.8532099204936,-8,"economy and administration","z"
"FEMALE",28,"25-34","URBAN 200,000-500,000","Dolnoslaskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",9,500,"SINGLE",NA,NA,NA,NA,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",3,"YES",20,"NO","NO","NO","YES, TO EU COUNTRY","IT DEPENDS","DENMARK","PASSIVE",173,58,19.379197433927,-8,"economy and administration","l"
"MALE",57,"45-59","URBAN 100,000-200,000","Mazowieckie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",9,1979,NA,NA,"TERRIBLE",19,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",4,"NO",-8,"YES","YES","NO","NO",NA,NA,"NONE",178,78,24.6181037747759,-8,"economy and administration","y"
"FEMALE",52,"45-59","URBAN 100,000-200,000","Pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2000,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",8,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",176,94,30.3460743801653,-8,"economy and administration","m"
"FEMALE",56,"45-59","URBAN BELOW 20,000","Swietokrzyskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,3000,"MARRIED",8,1982,NA,NA,"MOSTLY SATISFIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",158,58,23.2334561768947,-8,"economy and administration","i"
"FEMALE",25,"25-34","URBAN 200,000-500,000","Wielkopolskie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",0,NA,"MARRIED",4,2008,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA,3,"NO",-8,"NO",NA,"NO","NO",NA,NA,"ACTIVE",172,67,22.6473769605192,-8,"economy and administration","z"
"FEMALE",33,"25-34","URBAN 20,000-100,000","Podlaskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",-8,NA,"MARRIED",7,1999,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",170,63,21.7993079584775,-8,"economy and administration","o"
"FEMALE",34,"25-34","RURAL AREAS","Lubelskie","SECONDARY","FARMER",-8,1300,"MARRIED",7,1993,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",164,64,23.7953599048186,-8,"economy and administration","d"
"FEMALE",42,"35-44","URBAN 20,000-100,000","Pomorskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",0,-8,"MARRIED",6,1994,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"NO",-8,"NO","NO",NA,"NO",NA,NA,"NONE",168,65,23.0300453514739,-8,"economy and administration","k"
"MALE",40,"35-44","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3000,"DIVORCED",6,1995,6,2007,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","NO",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",178,80,25.2493372048984,-8,"economy and administration","n"
"FEMALE",59,"45-59","RURAL AREAS","Wielkopolskie","SECONDARY","RETIRED",0,1150,"MARRIED",12,1972,NA,NA,"MOSTLY SATISFIED",13,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",20,"YES",10,"NO","NO","NO","NO",NA,NA,"NONE",165,68,24.9770431588613,-8,"economy and administration","m"
"FEMALE",74,"65+","URBAN 100,000-200,000","Dolnoslaskie","SECONDARY","RETIRED",24,1200,"MARRIED",10,1960,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",158,72,28.8415318058003,-8,"economy and administration","y"
"FEMALE",32,"25-34","URBAN 20,000-100,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2800,"MARRIED",7,2006,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",170,58,20.0692041522491,-8,"economy and administration","p"
"FEMALE",23,"16-24","RURAL AREAS","Lodzkie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",1,1000,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",165,56,20.5693296602388,-8,"economy and administration","o"
"MALE",77,"65+","URBAN 20,000-100,000","Swietokrzyskie","SECONDARY","RETIRED",24,3200,"MARRIED",9,1958,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",176,91,29.3775826446281,-8,"economy and administration","c"
"MALE",39,"35-44","URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,2000,"MARRIED",10,1999,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",17,"NO",-8,"NO","NO","NO","YES, TO NON-EU COUNTRY","FOREVER","AUSTRALIA","ACTIVE",186,100,28.9050757312984,-8,"economy and administration","d"
"FEMALE",75,"65+","URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","LONG-TERM SICK/DISABLED",0,2800,"WIDOWED",6,1958,1,2004,"PLEASED",12,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",20,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",170,90,31.1418685121107,-8,"economy and administration","q"
"FEMALE",39,"35-44","URBAN BELOW 20,000","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,16000,"MARRIED",1,1999,NA,NA,"PLEASED",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",168,62,21.9671201814059,-8,"economy and administration","a"
"FEMALE",33,"25-34","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2500,"MARRIED",9,2002,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",162,64,24.3865264441396,-8,"economy and administration","s"
"MALE",34,"25-34","URBAN 100,000-200,000","Lodzkie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,1500,"MARRIED",8,2002,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",176,78,25.1807851239669,-8,"economy and administration","s"
"FEMALE",63,"60-64","URBAN 200,000-500,000","Slaskie","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED",0,1700,"WIDOWED",9,1973,6,1993,"MOSTLY DISSATISFIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",1,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",175,98,32,-8,"economy and administration","j"
"FEMALE",37,"35-44","RURAL AREAS","Malopolskie","SECONDARY","PUPIL OR STUDENT",7,NA,"MARRIED",9,2004,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",167,68,24.3823729785937,-8,"economy and administration","j"
"FEMALE",54,"45-59","URBAN BELOW 20,000","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2300,"MARRIED",4,1981,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",171,82,28.0428165931398,-8,"economy and administration","b"
"FEMALE",37,"35-44","URBAN BELOW 20,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,806,"MARRIED",6,1995,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"YES",15,"NO","NO","NO","NO",NA,NA,"PASSIVE",164,65,24.1671624033314,-8,"economy and administration","a"
"FEMALE",70,"65+","URBAN 100,000-200,000","Slaskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",4,1960,NA,NA,"MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",26,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",158,80,32.0461464508893,-8,"economy and administration","l"
"MALE",34,"25-34","RURAL AREAS","Mazowieckie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1818,"MARRIED",10,2005,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",1,"NO",-8,"YES","YES","NO","NO",NA,NA,"PASSIVE",175,79,25.7959183673469,-8,"economy and administration","k"
"FEMALE",33,"25-34","RURAL AREAS","Wielkopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2500,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",168,58,20.5498866213152,-8,"economy and administration","s"
"MALE",74,"65+","URBAN 100,000-200,000","Lubuskie","POST-SECONDARY OR HIGHER","RETIRED",24,2500,"MARRIED",8,1962,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",12,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",171,85,29.0687732977668,-8,"economy and administration","l"
"FEMALE",41,"35-44","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",2,1991,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"YES",10,"NO","NO","NO","NO",NA,NA,"NONE",168,60,21.2585034013605,-8,"economy and administration","c"
"FEMALE",34,"25-34","RURAL AREAS","Lubelskie","SECONDARY","UNEMPLOYED",-8,600,"MARRIED",4,1995,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",156,58,23.8330046022354,-8,"economy and administration","t"
"FEMALE",25,"25-34","RURAL AREAS","Pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,4500,"MARRIED",8,2008,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",15,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",152,55,23.8054016620499,-8,"economy and administration","e"
"MALE",35,"35-44","URBAN BELOW 20,000","Lubuskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2500,"MARRIED",9,1997,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"YES",5,"NO","NO","NO","NO",NA,NA,"PASSIVE",176,73,23.566632231405,-8,"economy and administration","m"
"FEMALE",32,"25-34","URBAN BELOW 20,000","Lodzkie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,1000,"MARRIED",3,1999,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",29,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",176,74,23.8894628099174,-8,"economy and administration","b"
