"term","estimate","std.error","statistic","p.value","dep_var","data","epochs","discriminator","batch","frequency","copies"
"wealth",-0.00907838053505763,0.0300377219527535,-0.302232657634193,0.762547872664343,"income","sds",600,1,500,"True",1
"(Intercept)",13.5832141886325,0.503525813028979,26.9762022862782,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000137787369290676,"wealth","sds",600,1,500,"True",1
"age",-0.167161660486879,0.0860912791623513,-1.94167936768188,0.0525025879363907,"wealth","sds",600,1,500,"True",1
"income",-0.0117121076012923,0.0387519591462151,-0.302232657634194,0.762547872664342,"wealth","sds",600,1,500,"True",1
"(Intercept)",4.13580846633195,0.234710399885813,17.6208999189811,0.0000000000000000000000000000000000000000000000000000000000727125491351877,"age","sds",600,1,500,"False",1
"income",-0.00526380321471537,0.0177227151681782,-0.297008847953881,0.766537828314764,"age","sds",600,1,500,"False",1
"wealth",-0.0164243228982962,0.0120679634153379,-1.36098547310986,0.173906379470236,"age","sds",600,1,500,"False",1
"(Intercept)",9.9070587066683,0.430111253808762,23.0337119034631,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000326949675881873,"income","sds",600,1,500,"False",1
"age",-0.0212111173166329,0.071415775869164,-0.29700884795388,0.766537828314764,"income","sds",600,1,500,"False",1
"wealth",0.0298303628574489,0.0242302707472298,1.23111966715681,0.21864449467918,"income","sds",600,1,500,"False",1
"(Intercept)",12.8758945799171,0.674973083261043,19.0761600710193,0.000000000000000000000000000000000000000000000000000000000000000000511316436568248,"wealth","sds",600,1,500,"False",1
"age",-0.142421426838627,0.104645809711101,-1.36098547310986,0.173906379470237,"wealth","sds",600,1,500,"False",1
"income",0.0641922344165094,0.0521413442811429,1.23111966715681,0.218644494679179,"wealth","sds",600,1,500,"False",1
"(Intercept)",3.92594817585944,0.236093286918347,16.6288005351767,0.0000000000000000000000000000000000000000000000000000178259623888768,"age","sds",600,1,1000,"True",1
"income",0.018788494884947,0.0167555678978957,1.12132844433799,0.262488379622058,"age","sds",600,1,1000,"True",1
"wealth",-0.0171602076082,0.0130971548720543,-1.3102240735364,0.190500383567124,"age","sds",600,1,1000,"True",1
"(Intercept)",9.56982273807986,0.471620989804431,20.2913418718879,0.0000000000000000000000000000000000000000000000000000000000000000000000000507598306011871,"income","sds",600,1,1000,"True",1
"age",0.0844709531848318,0.0753311428166807,1.12132844433799,0.262488379622057,"income","sds",600,1,1000,"True",1
"wealth",-0.0183732234115573,0.0277930037002634,-0.661073686374646,0.508757553945417,"income","sds",600,1,1000,"True",1
"(Intercept)",13.5111416056257,0.567828874694978,23.7943898377544,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000819163471474965,"wealth","sds",600,1,1000,"True",1
"age",-0.126197459247176,0.0963174633988818,-1.3102240735364,0.190500383567123,"wealth","sds",600,1,1000,"True",1
"income",-0.0300537054376164,0.0454619599252728,-0.661073686374643,0.50875755394542,"wealth","sds",600,1,1000,"True",1
"(Intercept)",4.03899057292872,0.22427051057532,18.0094590348393,0.000000000000000000000000000000000000000000000000000000000295239105676524,"age","sds",600,1,1000,"False",1
"income",-0.0287378915674321,0.0153715032175741,-1.86955635767466,0.0620339183491911,"age","sds",600,1,1000,"False",1
"wealth",0.0101297851543806,0.0131226538334843,0.771931141590656,0.440460152335751,"age","sds",600,1,1000,"False",1
"(Intercept)",10.6908226662817,0.595582723919379,17.9501893472129,0.000000000000000000000000000000000000000000000000000000000590887146481186,"income","sds",600,1,1000,"False",1
"age",-0.202204131784133,0.108156210939601,-1.86955635767466,0.0620339183491908,"income","sds",600,1,1000,"False",1
"wealth",0.00357697507656495,0.0348258457926302,0.102710357642539,0.918227285392451,"income","sds",600,1,1000,"False",1
"(Intercept)",11.9998641467444,0.715395703855474,16.7737436527417,0.000000000000000000000000000000000000000000000000000486821266429522,"wealth","sds",600,1,1000,"False",1
"age",0.0982705003983703,0.127304749223968,0.771931141590658,0.440460152335749,"wealth","sds",600,1,1000,"False",1
"income",0.00493178032198447,0.0480163873944287,0.102710357642539,0.918227285392451,"wealth","sds",600,1,1000,"False",1
"(Intercept)",3.80102846024709,0.250095161096386,15.1983286825057,0.000000000000000000000000000000000000000000000155049278007515,"age","sds",600,5,500,"True",1
"income",0.0344531822131037,0.0176982642846413,1.94669836877746,0.0518862782949756,"age","sds",600,5,500,"True",1
"wealth",-0.0206302752063784,0.0127851644195956,-1.61361047299155,0.10696761930937,"age","sds",600,5,500,"True",1
"(Intercept)",10.1505632253403,0.407903499478454,24.8847171900188,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000423704082135353,"income","sds",600,5,500,"True",1
"age",0.123478923352246,0.0634299207995902,1.94669836877746,0.051886278294975,"income","sds",600,5,500,"True",1
"wealth",-0.0479588560912622,0.0241860025187561,-1.98291784903563,0.0476846968996332,"income","sds",600,5,500,"True",1
"(Intercept)",14.2686226001457,0.559119217427982,25.5198214537914,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000371622384556696,"wealth","sds",600,5,500,"True",1
"age",-0.141871704647428,0.0879219037196782,-1.61361047299156,0.106967619309369,"wealth","sds",600,5,500,"True",1
"income",-0.092022936615736,0.0464078411823721,-1.98291784903562,0.0476846968996341,"wealth","sds",600,5,500,"True",1
"(Intercept)",3.96160697746069,0.210789354009748,18.7941511376209,0.0000000000000000000000000000000000000000000000000000000000000000344554068508211,"age","sds",600,5,500,"False",1
"income",0.03031356620359,0.0123478033172315,2.45497643789702,0.0143086681956815,"age","sds",600,5,500,"False",1
"wealth",-0.0294208708091244,0.0117704016764023,-2.49956387368736,0.0126408997243051,"age","sds",600,5,500,"False",1
"(Intercept)",11.0557795743333,0.622006019299319,17.7743932233766,0.0000000000000000000000000000000000000000000000000000000000160727029643583,"income","sds",600,5,500,"False",1
"age",0.255214394506677,0.103957981252683,2.45497643789702,0.0143086681956816,"income","sds",600,5,500,"False",1
"wealth",-0.188752117616076,0.0336117004535447,-5.61566701681617,0.0000000273145713737093,"income","sds",600,5,500,"False",1
"(Intercept)",15.8208872562542,0.525190911984696,30.124068972304,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000175575560539006,"wealth","sds",600,5,500,"False",1
"age",-0.272519359537167,0.10902676359102,-2.49956387368736,0.0126408997243052,"wealth","sds",600,5,500,"False",1
"income",-0.207666065684188,0.036979768398363,-5.61566701681618,0.0000000273145713737077,"wealth","sds",600,5,500,"False",1
"(Intercept)",3.9478531875062,0.215926803660381,18.2832937855902,0.000000000000000000000000000000000000000000000000000000000000961931191561932,"age","sds",600,5,1000,"True",1
"income",0.0178688789779932,0.0138825237020927,1.2871491784523,0.198492829029113,"age","sds",600,5,1000,"True",1
"wealth",-0.0134862746068626,0.0125671710295552,-1.07313528041799,0.28360203578138,"age","sds",600,5,1000,"True",1
"(Intercept)",9.55235245718642,0.641608959149512,14.8881219954419,0.000000000000000000000000000000000000000000191544288674654,"income","sds",600,5,1000,"True",1
"age",0.139917434068345,0.108703354988413,1.28714917845231,0.198492829029113,"income","sds",600,5,1000,"True",1
"wealth",-0.0390802857822474,0.0351639290779971,-1.11137426354044,0.266811360667612,"income","sds",600,5,1000,"True",1
"(Intercept)",13.9264995329913,0.614732571543627,22.6545658675952,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000156240691507031,"wealth","sds",600,5,1000,"True",1
"age",-0.128961329562038,0.120172481433847,-1.07313528041799,0.28360203578138,"wealth","sds",600,5,1000,"True",1
"income",-0.0477255244795284,0.0429428015792734,-1.11137426354044,0.266811360667612,"wealth","sds",600,5,1000,"True",1
"(Intercept)",3.76270757757825,0.236994872535216,15.8767467723131,0.00000000000000000000000000000000000000000000000085632726916909,"age","sds",600,5,1000,"False",1
"income",0.0307710299622717,0.0151751248587937,2.02772828880155,0.0429614931455793,"age","sds",600,5,1000,"False",1
"wealth",-0.0189255547307433,0.0136023070685257,-1.39134888187718,0.16455606284667,"age","sds",600,5,1000,"False",1
"(Intercept)",9.85415148262525,0.571544916977318,17.2412546939269,0.0000000000000000000000000000000000000000000000000000000680760577849511,"income","sds",600,5,1000,"False",1
"age",0.187378576772169,0.0924081287453531,2.02772828880156,0.042961493145579,"income","sds",600,5,1000,"False",1
"wealth",-0.0615219509148716,0.0335324360429856,-1.83469971689519,0.066969025377117,"income","sds",600,5,1000,"False",1
"(Intercept)",14.0328288999282,0.548689723529157,25.5751626067816,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100117785935925,"wealth","sds",600,5,1000,"False",1
"age",-0.143877556289912,0.103408683590413,-1.39134888187717,0.164556062846671,"wealth","sds",600,5,1000,"False",1
"income",-0.0768062622518546,0.0418631242729092,-1.83469971689519,0.0669690253771166,"wealth","sds",600,5,1000,"False",1
"(Intercept)",3.95297554833514,0.257616491776567,15.3444196102305,0.000000000000000000000000000000000000000000000106857665536042,"age","sds",600,10,500,"True",1
"income",0.0248925081555419,0.0177304820537257,1.4039386002092,0.160730613049983,"age","sds",600,10,500,"True",1
"wealth",-0.0340411653947779,0.01385848112984,-2.45634172142289,0.0142503949841567,"age","sds",600,10,500,"True",1
"(Intercept)",10.2969194157719,0.460612970969041,22.3548186107507,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000393598381943704,"income","sds",600,10,500,"True",1
"age",0.100107585483149,0.0713048173675343,1.4039386002092,0.160730613049982,"income","sds",600,10,500,"True",1
"wealth",-0.0431398162351181,0.0278554345525249,-1.54870376025808,0.121853944361174,"income","sds",600,10,500,"True",1
"(Intercept)",14.0584735931935,0.560223212708498,25.0944146445223,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000126304751335826,"wealth","sds",600,10,500,"True",1
"age",-0.222939826438822,0.0907609167301362,-2.45634172142289,0.0142503949841568,"wealth","sds",600,10,500,"True",1
"income",-0.0702527293150518,0.0453622772268242,-1.54870376025807,0.121853944361175,"wealth","sds",600,10,500,"True",1
"(Intercept)",3.98543460624905,0.239410995818515,16.6468319160671,0.00000000000000000000000000000000000000000000000000000753145974014016,"age","sds",600,10,500,"False",1
"income",0.0159903204252886,0.0161958319754686,0.987310837103569,0.323780448729196,"age","sds",600,10,500,"False",1
"wealth",-0.0173922426601686,0.0120234755470861,-1.4465237270253,0.148411096162912,"age","sds",600,10,500,"False",1
"(Intercept)",11.0493767482415,0.454033393018479,24.3360442604973,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000565728742087843,"income","sds",600,10,500,"False",1
"age",0.0739838148076476,0.0749346730809629,0.987310837103567,0.323780448729197,"income","sds",600,10,500,"False",1
"wealth",-0.0879284244977162,0.0257132868876683,-3.41957155776477,0.000658054495187888,"income","sds",600,10,500,"False",1
"(Intercept)",14.9596872674978,0.608618842687664,24.5797307251214,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000178315173332284,"wealth","sds",600,10,500,"False",1
"age",-0.145811888275904,0.100801587662692,-1.4465237270253,0.148411096162912,"wealth","sds",600,10,500,"False",1
"income",-0.159326158525925,0.04659243295089,-3.41957155776476,0.000658054495187896,"wealth","sds",600,10,500,"False",1
"(Intercept)",3.77781709883258,0.208353789468249,18.1317417286921,0.0000000000000000000000000000000000000000000000000000000000000885167931108164,"age","sds",600,10,1000,"True",1
"income",0.0306888934006099,0.0140175607188801,2.18931767203086,0.0288630850293878,"age","sds",600,10,1000,"True",1
"wealth",-0.0271068364747379,0.0124649256806763,-2.17464886427363,0.0299498772000279,"age","sds",600,10,1000,"True",1
"(Intercept)",8.69165939892415,0.542607207412152,16.0183264803598,0.0000000000000000000000000000000000000000000000000283884291251322,"income","sds",600,10,1000,"True",1
"age",0.194793300312676,0.0889744338161676,2.18931767203086,0.0288630850293878,"income","sds",600,10,1000,"True",1
"wealth",0.0228293513105349,0.0314867306120341,0.725046737682242,0.468636170097963,"income","sds",600,10,1000,"True",1
"(Intercept)",13.3222654527761,0.519190438088157,25.6596895386468,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025292376138106,"wealth","sds",600,10,1000,"True",1
"age",-0.217606469494777,0.100065106174031,-2.17464886427363,0.029949877200028,"wealth","sds",600,10,1000,"True",1
"income",0.0288731223554532,0.039822429168845,0.725046737682242,0.468636170097964,"wealth","sds",600,10,1000,"True",1
"(Intercept)",3.42169236686392,0.221211311944073,15.4679809852083,0.0000000000000000000000000000000000000000000000763882567057677,"age","sds",600,10,1000,"False",1
"income",0.0587266326243991,0.0137101699629757,4.28343578401947,0.0000208864544058218,"age","sds",600,10,1000,"False",1
"wealth",-0.0149146636805348,0.0137340407757168,-1.0859632590363,0.27785668603074,"age","sds",600,10,1000,"False",1
"(Intercept)",8.35835757311599,0.608346109452938,13.7394773193049,0.0000000000000000000000000000000000000243141539277312,"income","sds",600,10,1000,"False",1
"age",0.420864198180342,0.0982538829578098,4.28343578401946,0.0000208864544058225,"income","sds",600,10,1000,"False",1
"wealth",-0.0302357603337777,0.0367792264438456,-0.822087989804285,0.411297469157485,"income","sds",600,10,1000,"False",1
"(Intercept)",13.2414903529646,0.483517044568624,27.3857778163294,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070694075646825,"wealth","sds",600,10,1000,"False",1
"age",-0.109036371638677,0.100405212359982,-1.0859632590363,0.277856686030741,"wealth","sds",600,10,1000,"False",1
"income",-0.0308440882428719,0.0375192055174228,-0.822087989804285,0.411297469157485,"wealth","sds",600,10,1000,"False",1
"(Intercept)",4.15283432053858,0.261613788326232,15.8739122548082,0.0000000000000000000000000000000000000000000000000534580460830554,"age","sds",900,1,500,"True",1
